HGNC ID	Approved symbol	Gene group name	Mouse genome database ID
HGNC:14584	VPS16	CORVET complex|HOPS complex	MGI:2136772
HGNC:15972	VPS18	CORVET complex|HOPS complex	MGI:2443626
HGNC:28122	VPS25	ESCRT-II	MGI:106354
HGNC:44250	VPS25P1		
HGNC:12711	VPS26A		MGI:1353654
HGNC:44611	VPS26AP1		
HGNC:28119	VPS26B		MGI:1917656
HGNC:44612	VPS26BP1		
HGNC:3044	VPS26C	Retriever complex	MGI:1206040
HGNC:54684	VPS26CP1		
HGNC:18178	VPS28	ESCRT-I	MGI:1914164
HGNC:14340	VPS29	Retriever complex	MGI:1928344
HGNC:18179	VPS33A	CORVET complex|HOPS complex	MGI:1924823
HGNC:12712	VPS33B		MGI:2446237
HGNC:51413	VPS33B-DT	Divergent transcripts	
HGNC:13487	VPS35	Armadillo like helical domain containing	MGI:1890467
HGNC:24641	VPS35L	Retriever complex	MGI:1918767
HGNC:51805	VPS35P1		
HGNC:20312	VPS36	ESCRT-II	MGI:1917410
HGNC:24928	VPS37A	ESCRT-I	MGI:1261835
HGNC:25754	VPS37B	ESCRT-I	MGI:1916724
HGNC:26097	VPS37C	ESCRT-I	MGI:2147661
HGNC:18287	VPS37D	ESCRT-I	MGI:2159402
HGNC:20593	VPS39	MicroRNA protein coding host genes|HOPS complex	MGI:2443189
HGNC:12713	VPS41	HOPS complex|Ring finger proteins	MGI:1929215
HGNC:14579	VPS45		MGI:891965
HGNC:25956	VPS50	Endosome-associated recycling protein (EARP) complex	MGI:1920538
HGNC:1172	VPS51	Golgi associated retrograde protein (GARP) complex|Endosome-associated recycling protein (EARP) complex	MGI:1915755
HGNC:10518	VPS52	Golgi associated retrograde protein (GARP) complex|Endosome-associated recycling protein (EARP) complex	MGI:1330304
HGNC:25608	VPS53	Endosome-associated recycling protein (EARP) complex|Golgi associated retrograde protein (GARP) complex	MGI:1915549
HGNC:18652	VPS54	Protein phosphatase 1 regulatory subunits|Golgi associated retrograde protein (GARP) complex	MGI:2178798
HGNC:11644	VPS72	SRCAP complex	MGI:1202305
HGNC:12718	VRK1		MGI:1261847
HGNC:12719	VRK2		MGI:1917172
HGNC:18996	VRK3		MGI:2182465
HGNC:20223	VRTN		MGI:3588197
HGNC:28675	VSIG1	V-set domain containing|IgCAM CXADR-related subfamily	MGI:1926039
HGNC:17149	VSIG2	V-set domain containing|IgCAM CXADR-related subfamily|I-set domain containing	MGI:1928009
HGNC:17032	VSIG4	Complement system regulators and receptors|V-set domain containing	MGI:2679720
HGNC:32063	VSIG8	V-set domain containing|IgCAM CXADR-related subfamily	MGI:3642995
HGNC:26078	VSIG10	I-set domain containing|V-set domain containing	MGI:2448533
HGNC:27111	VSIG10L	Immunoglobulin like domain containing	MGI:1922940
HGNC:27879	VSIG10L2		MGI:2685959
HGNC:30085	VSIR	V-set domain containing|B7 family	MGI:1921298
HGNC:12722	VSNL1	EF-hand domain containing	MGI:1349453
HGNC:29455	VSTM1	Immunoglobulin like domain containing	
HGNC:28499	VSTM2A	V-set domain containing	MGI:2384826
HGNC:50770	VSTM2A-OT1	Overlapping transcripts	
HGNC:33595	VSTM2B	V-set domain containing	MGI:1914525
HGNC:16096	VSTM2L	V-set domain containing	MGI:2685537
HGNC:26470	VSTM4	V-set domain containing	MGI:2444633
HGNC:34443	VSTM5	V-set domain containing	MGI:1916387
HGNC:12723	VSX1	PRD class homeoboxes and pseudogenes	MGI:1890816
HGNC:1975	VSX2	PRD class homeoboxes and pseudogenes	MGI:88401
HGNC:20954	VTA1	ESCRT-IV	MGI:1913451
HGNC:50483	VTA1P1		
HGNC:50484	VTA1P2		
HGNC:28873	VTCN1	B7 family|V-set domain containing	MGI:3039619
HGNC:17792	VTI1A	SNAREs|MicroRNA protein coding host genes	MGI:1855699
HGNC:17793	VTI1B	SNAREs	MGI:1855688
HGNC:43727	VTI1BP1		
HGNC:43728	VTI1BP2		
HGNC:43729	VTI1BP3		
HGNC:43730	VTI1BP4		
HGNC:12724	VTN	Receptor ligands|Complement system regulators and receptors	MGI:98940
HGNC:12654	VTRNA1-1	Vault RNAs	
HGNC:12655	VTRNA1-2	Vault RNAs	
HGNC:12656	VTRNA1-3	Vault RNAs	
HGNC:37054	VTRNA2-1	Vault RNAs	
HGNC:46889	VTRNA2-2P	Vault RNAs	
HGNC:23027	VTRNA3-1P	Vault RNAs	
HGNC:30910	VWA1	Fibronectin type III domain containing	MGI:2179729
HGNC:24709	VWA2		MGI:2684334
HGNC:27088	VWA3A		MGI:3041229
HGNC:28385	VWA3B		MGI:1918103
HGNC:6658	VWA5A		MGI:1915026
HGNC:26538	VWA5B1		MGI:1922968
HGNC:25144	VWA5B2	MicroRNA protein coding host genes	MGI:2681859
HGNC:13939	VWA7		MGI:1306798
HGNC:29071	VWA8	MicroRNA protein coding host genes	MGI:1919008
HGNC:44270	VWA8-AS1	Antisense RNAs	
HGNC:44271	VWA8P1		
HGNC:30200	VWC2	Chordin family	MGI:2442987
HGNC:37203	VWC2L	Chordin family	MGI:2444069
HGNC:41508	VWC2L-IT1	Intronic transcripts	
HGNC:26487	VWCE	Cysteine rich transmembrane BMP regulators	MGI:1919018
HGNC:21897	VWDE		MGI:2685313
HGNC:12726	VWF	Receptor ligands	MGI:98941
HGNC:12727	VWFP1		
HGNC:28498	VXN		MGI:1924232
HGNC:17327	WAC		MGI:2387357
HGNC:27347	WAC-AS1	Antisense RNAs	
HGNC:53754	WAKMAR2	Long non-coding RNAs with non-systematic symbols	
HGNC:23293	WAPL	Armadillo like helical domain containing	MGI:2675859
HGNC:12729	WARS1	Aminoacyl tRNA synthetases, Class I	MGI:104630
HGNC:50482	WARS1P1		
HGNC:12730	WARS2	Aminoacyl tRNA synthetases, Class I	MGI:1917810
HGNC:40612	WARS2-AS1	Antisense RNAs	
HGNC:41393	WARS2-IT1	Intronic transcripts	
HGNC:45116	WARS2P1		
HGNC:12731	WAS	Wiskott-Aldrich Syndrome protein family	MGI:105059
HGNC:12732	WASF1	Wiskott-Aldrich Syndrome protein family|SCAR/WAVE complex|A-kinase anchoring proteins	MGI:1890563
HGNC:51533	WASF1P1		
HGNC:12733	WASF2	Wiskott-Aldrich Syndrome protein family	MGI:1098641
HGNC:12734	WASF3	Wiskott-Aldrich Syndrome protein family	MGI:2658986
HGNC:39841	WASF3-AS1	Antisense RNAs	
HGNC:20801	WASF4P	Wiskott-Aldrich Syndrome protein family	
HGNC:21665	WASF5P	Wiskott-Aldrich Syndrome protein family	
HGNC:33145	WASH2P	Wiskott-Aldrich Syndrome protein family	
HGNC:24362	WASH3P	Wiskott-Aldrich Syndrome protein family	
HGNC:14126	WASH4P	Wiskott-Aldrich Syndrome protein family	
HGNC:33884	WASH5P	Wiskott-Aldrich Syndrome protein family	
HGNC:31685	WASH6P	Wiskott-Aldrich Syndrome protein family|Pseudoautosomal region 2	
HGNC:38034	WASH7P	Wiskott-Aldrich Syndrome protein family	
HGNC:53913	WASH8P		
HGNC:53981	WASH9P		
HGNC:24361	WASHC1	WASH complex|Wiskott-Aldrich Syndrome protein family	MGI:1916017
HGNC:23416	WASHC2A	WASH complex	
HGNC:23414	WASHC2C	WASH complex	MGI:106463
HGNC:24256	WASHC3	WASH complex	MGI:1914532
HGNC:29174	WASHC4	WASH complex	MGI:2441787
HGNC:28984	WASHC5	WASH complex	MGI:2146110
HGNC:43440	WASHC5-AS1	Antisense RNAs	
HGNC:38513	WASIR1	Pseudoautosomal region 2|Long non-coding RNAs with non-systematic symbols	
HGNC:38609	WASIR2	Long non-coding RNAs with non-systematic symbols	
HGNC:12735	WASL	Wiskott-Aldrich Syndrome protein family	MGI:1920428
HGNC:54820	WASL-DT		
HGNC:12737	WBP1	WBP1/VOPP1 family	MGI:104710
HGNC:23510	WBP1L	WBP1/VOPP1 family	MGI:107577
HGNC:43948	WBP1LP1		
HGNC:43949	WBP1LP2		
HGNC:43958	WBP1LP3		
HGNC:43951	WBP1LP4		
HGNC:43957	WBP1LP5		
HGNC:43956	WBP1LP6		
HGNC:43955	WBP1LP7		
HGNC:51468	WBP1LP8		
HGNC:51469	WBP1LP9		
HGNC:51470	WBP1LP10		
HGNC:51471	WBP1LP11		
HGNC:51472	WBP1LP12		
HGNC:54567	WBP1P1		
HGNC:54568	WBP1P2		
HGNC:12738	WBP2	GRAM domain containing	MGI:104709
HGNC:28389	WBP2NL	GRAM domain containing	MGI:1921966
HGNC:31695	WBP2P1		
HGNC:12739	WBP4	Spliceosomal B complex	MGI:109568
HGNC:16461	WBP11	Spliceosomal B complex|Protein phosphatase 1 regulatory subunits|Cilia and flagella associated	MGI:1891823
HGNC:26250	WBP11P1		
HGNC:54786	WBP11P2		
HGNC:54789	WBP11P3		
HGNC:12746	WBSCR2		
HGNC:26157	WDCP	MRN complex	MGI:3040699
HGNC:20451	WDFY1	WD repeat domain containing|Zinc fingers FYVE-type	MGI:1916618
HGNC:20482	WDFY2	WD repeat domain containing|Zinc fingers FYVE-type	MGI:2442811
HGNC:20751	WDFY3	Zinc fingers FYVE-type|WD repeat domain containing|BEACH domain containing |Armadillo like helical domain containing	MGI:1096875
HGNC:40935	WDFY3-AS1	Antisense RNAs	
HGNC:21603	WDFY3-AS2	Antisense RNAs	
HGNC:29323	WDFY4	WD repeat domain containing|Armadillo like helical domain containing|BEACH domain containing 	MGI:3584510
HGNC:23170	WDHD1	WD repeat domain containing	MGI:2443514
HGNC:28027	WDPCP	Ciliogenesis and planar polarity effector complex subunits	MGI:2144467
HGNC:12754	WDR1	WD repeat domain containing|MicroRNA protein coding host genes	MGI:1337100
HGNC:12755	WDR3	WD repeat domain containing|UTPb subcomplex	MGI:2443143
HGNC:12756	WDR4	WD repeat domain containing	MGI:1889002
HGNC:12757	WDR5	WD repeat domain containing|WRAD complex|NSL histone acetyltransferase complex|Cilia and flagella associated|ATAC complex	MGI:2155884
HGNC:17826	WDR5B	WD repeat domain containing	MGI:1916794
HGNC:12758	WDR6	WD repeat domain containing	MGI:1930140
HGNC:13490	WDR7	Armadillo like helical domain containing|WD repeat domain containing	MGI:1860197
HGNC:45131	WDR7-OT1	Overlapping transcripts	
HGNC:13831	WDR11	WD repeat domain containing	MGI:1920230
HGNC:27437	WDR11-AS1	Antisense RNAs	
HGNC:14098	WDR12	WD repeat domain containing	MGI:1927241
HGNC:14352	WDR13	WD repeat domain containing	MGI:1914661
HGNC:16661	WDR17	WD repeat domain containing	MGI:1924662
HGNC:17956	WDR18	5FMC ribosome biogenesis complex|WD repeat domain containing	MGI:2158400
HGNC:18340	WDR19	IFT-A complex|WD repeat domain containing	MGI:2443231
HGNC:19667	WDR20	WD repeat domain containing	MGI:1916891
HGNC:20852	WDR24	WD repeat domain containing|GATOR2 subcomplex	MGI:2446285
HGNC:21064	WDR25	WD repeat domain containing	MGI:3045255
HGNC:21208	WDR26	WD repeat domain containing|MicroRNA protein coding host genes	MGI:1923825
HGNC:21248	WDR27	WD repeat domain containing	MGI:1918932
HGNC:21421	WDR31	WD repeat domain containing	MGI:1918604
HGNC:25651	WDR33	WD repeat domain containing	MGI:1921570
HGNC:28296	WDR34	Cilia and flagella associated|WD repeat domain containing	MGI:1919070
HGNC:29250	WDR35	WD repeat domain containing|IFT-A complex	MGI:1921932
HGNC:30696	WDR36	WD repeat domain containing|UTPb subcomplex	MGI:1917819
HGNC:31406	WDR37	WD repeat domain containing	MGI:1920393
HGNC:23745	WDR38	WD repeat domain containing	MGI:1923896
HGNC:25601	WDR41	WD repeat domain containing|SWC tripartite complex	MGI:2445123
HGNC:28945	WDR43	UTPa subcomplex|Small nucleolar RNA protein coding host genes|WD repeat domain containing	MGI:1919765
HGNC:30512	WDR44	WD repeat domain containing|MicroRNA protein coding host genes	MGI:1919654
HGNC:28912	WDR45	WD repeat domain containing|WIPI family	MGI:1859606
HGNC:25072	WDR45B	WD repeat domain containing|WIPI family	MGI:1914090
HGNC:26605	WDR45BP1		
HGNC:52406	WDR45P1		
HGNC:13923	WDR46	WD repeat domain containing|MicroRNA protein coding host genes	MGI:1931871
HGNC:29141	WDR47	WD repeat domain containing	MGI:2139593
HGNC:30914	WDR48	WD repeat domain containing	MGI:1914811
HGNC:26587	WDR49	WD repeat domain containing	MGI:3645287
HGNC:28786	WDR53	WD repeat domain containing	MGI:1916230
HGNC:25770	WDR54	WD repeat domain containing	MGI:1922909
HGNC:25971	WDR55	WD repeat domain containing	MGI:1915186
HGNC:25706	WDR59	GATOR2 subcomplex|WD repeat domain containing	MGI:2442115
HGNC:21862	WDR60	Cilia and flagella associated|WD repeat domain containing	MGI:2445085
HGNC:30300	WDR61	Paf1/RNA polymerase II complex |WD repeat domain containing	MGI:1917493
HGNC:24502	WDR62	WD repeat domain containing	MGI:1923696
HGNC:30711	WDR63	WD repeat domain containing	MGI:3045269
HGNC:26570	WDR64	WD repeat domain containing	MGI:1923070
HGNC:25495	WDR70	WD repeat domain containing	MGI:1921020
HGNC:26790	WDR72	WD repeat domain containing	MGI:3583957
HGNC:25928	WDR73	WD repeat domain containing	MGI:1919218
HGNC:25529	WDR74	WD repeat domain containing	MGI:2147427
HGNC:25725	WDR75	WD repeat domain containing|UTPa subcomplex	MGI:1920924
HGNC:25773	WDR76	WD repeat domain containing	MGI:1926186
HGNC:29652	WDR77	WD repeat domain containing	MGI:1917715
HGNC:26252	WDR78	WD repeat domain containing	MGI:2385328
HGNC:26600	WDR81	Armadillo like helical domain containing|Protein phosphatase 1 regulatory subunits|BEACH domain containing |WD repeat domain containing	MGI:2681828
HGNC:28826	WDR82	WD repeat domain containing|MicroRNA protein coding host genes	MGI:1924555
HGNC:32447	WDR82P1		
HGNC:33513	WDR82P2		
HGNC:32672	WDR83	Spliceosomal C complex|WD repeat domain containing|Spliceosomal P complex	MGI:1915086
HGNC:30203	WDR83OS		MGI:3041257
HGNC:28020	WDR86	WD repeat domain containing	MGI:1915466
HGNC:41186	WDR86-AS1	Antisense RNAs	
HGNC:29934	WDR87	Armadillo like helical domain containing|WD repeat domain containing	MGI:2149781
HGNC:26999	WDR88	WD repeat domain containing	MGI:2686275
HGNC:20489	WDR89	WD repeat domain containing	MGI:1919588
HGNC:26960	WDR90	WD repeat domain containing	MGI:1921267
HGNC:24997	WDR91	MicroRNA protein coding host genes|WD repeat domain containing	MGI:2141558
HGNC:25176	WDR92	WD repeat domain containing	MGI:2144224
HGNC:26924	WDR93	WD repeat domain containing|Cilia and flagella associated	MGI:3646885
HGNC:42637	WDR95P	WD repeat domain containing	
HGNC:26959	WDR97	WD repeat domain containing	MGI:5594498
HGNC:26697	WDSUB1	U-box domain containing|Sterile alpha motif domain containing|WD repeat domain containing	MGI:1919387
HGNC:29175	WDTC1	WD repeat domain containing|DDB1 and CUL4 associated factors|Tetratricopeptide repeat domain containing	MGI:2685541
HGNC:12761	WEE1		MGI:103075
HGNC:19684	WEE2		MGI:3027899
HGNC:48669	WEE2-AS1	Antisense RNAs	
HGNC:15466	WFDC1	WAP four-disulfide core domain containing	MGI:1915116
HGNC:15939	WFDC2	WAP four-disulfide core domain containing	MGI:1914951
HGNC:15957	WFDC3	WAP four-disulfide core domain containing	MGI:1923897
HGNC:20477	WFDC5	WAP four-disulfide core domain containing	MGI:2384800
HGNC:16164	WFDC6	WAP four-disulfide core domain containing	
HGNC:16163	WFDC8	WAP four-disulfide core domain containing	MGI:2685552
HGNC:20380	WFDC9	WAP four-disulfide core domain containing	MGI:3652032
HGNC:16139	WFDC10A	WAP four-disulfide core domain containing	
HGNC:20479	WFDC10B	WAP four-disulfide core domain containing	
HGNC:20478	WFDC11	WAP four-disulfide core domain containing	
HGNC:16115	WFDC12	WAP four-disulfide core domain containing	MGI:2183434
HGNC:16131	WFDC13	WAP four-disulfide core domain containing	MGI:3582777
HGNC:50357	WFDC21P		MGI:1913357
HGNC:30912	WFIKKN1	WAP four-disulfide core domain containing|I-set domain containing	MGI:2670967
HGNC:30916	WFIKKN2	WAP four-disulfide core domain containing|I-set domain containing	MGI:2669209
HGNC:12762	WFS1		MGI:1328355
HGNC:30493	WHAMM	Wiskott-Aldrich Syndrome protein family	MGI:2142282
HGNC:32361	WHAMMP1		
HGNC:32360	WHAMMP2		
HGNC:27892	WHAMMP3		
HGNC:16361	WHRN	USH2 complex |PDZ domain containing	MGI:2682003
HGNC:14647	WHSC1L2P		
HGNC:18081	WIF1	Receptor ligands	MGI:1344332
HGNC:12736	WIPF1		MGI:2178801
HGNC:30923	WIPF2		MGI:1924462
HGNC:22004	WIPF3		MGI:3044681
HGNC:25471	WIPI1	WD repeat domain containing|Autophagy related|WIPI family	MGI:1261864
HGNC:32225	WIPI2	WD repeat domain containing|WIPI family|Autophagy related	MGI:1923831
HGNC:30917	WIZ	Zinc fingers C2H2-type	MGI:1332638
HGNC:51696	WIZP1		
HGNC:30238	WLS	MicroRNA protein coding host genes	MGI:1915401
HGNC:14540	WNK1	Protein phosphatase 1 regulatory subunits|Minor histocompatibility antigens|WNK lysine deficient protein kinases	MGI:2442092
HGNC:14542	WNK2	WNK lysine deficient protein kinases	MGI:1922857
HGNC:14543	WNK3	WNK lysine deficient protein kinases	MGI:2652875
HGNC:14544	WNK4	WNK lysine deficient protein kinases	MGI:1917097
HGNC:12774	WNT1	Wnt family	MGI:98953
HGNC:12780	WNT2	Wnt family	MGI:98954
HGNC:12781	WNT2B	Wnt family	MGI:1261834
HGNC:12782	WNT3	Wnt family	MGI:98955
HGNC:15983	WNT3A	Wnt family	MGI:98956
HGNC:12783	WNT4	Wnt family	MGI:98957
HGNC:12784	WNT5A	Wnt family	MGI:98958
HGNC:40616	WNT5A-AS1	Antisense RNAs	
HGNC:16265	WNT5B	Wnt family	MGI:98959
HGNC:12785	WNT6	Wnt family	MGI:98960
HGNC:12786	WNT7A	Wnt family	MGI:98961
HGNC:12787	WNT7B	Wnt family	MGI:98962
HGNC:12788	WNT8A	Wnt family	MGI:107924
HGNC:12789	WNT8B	Wnt family	MGI:109485
HGNC:12778	WNT9A	Wnt family|MicroRNA protein coding host genes	MGI:2446084
HGNC:12779	WNT9B	Wnt family	MGI:1197020
HGNC:13829	WNT10A	Wnt family	MGI:108071
HGNC:12775	WNT10B	Wnt family	MGI:108061
HGNC:12776	WNT11	Wnt family	MGI:101948
HGNC:16267	WNT16	Wnt family	MGI:2136018
HGNC:25522	WRAP53	WD repeat domain containing	MGI:2384933
HGNC:12759	WRAP73	WD repeat domain containing	MGI:1891749
HGNC:44010	WRBP1		
HGNC:12791	WRN	Exonucleases|RecQ like helicases	MGI:109635
HGNC:20876	WRNIP1	Cilia and flagella associated|AAA ATPases	MGI:1926153
HGNC:19221	WSB1	WD repeat domain containing	MGI:1926139
HGNC:19222	WSB2	WD repeat domain containing	MGI:2144041
HGNC:29060	WSCD1		MGI:2448493
HGNC:29117	WSCD2		MGI:2445030
HGNC:51639	WSPAR	Long non-coding RNAs with non-systematic symbols	
HGNC:12796	WT1	Zinc fingers C2H2-type	MGI:98968
HGNC:18135	WT1-AS	Antisense RNAs	MGI:2138884
HGNC:16846	WTAP	WTAP complex|m6A methyltransferase complex	MGI:1926395
HGNC:44115	WTAPP1		
HGNC:20964	WTIP	Ajuba family	MGI:2141920
HGNC:29435	WWC1	Protein phosphatase 1 regulatory subunits|WWC family|C2 and WW domain containing	MGI:2388637
HGNC:24148	WWC2	WWC family|C2 and WW domain containing	MGI:1261872
HGNC:41041	WWC2-AS1	Antisense RNAs	
HGNC:26390	WWC2-AS2	Antisense RNAs	
HGNC:29237	WWC3	WWC family	
HGNC:41236	WWC3-AS1	Antisense RNAs	
HGNC:12799	WWOX	Short chain dehydrogenase/reductase superfamily	MGI:1931237
HGNC:53169	WWOX-AS1	Antisense RNAs	
HGNC:17004	WWP1	HECT domain containing|C2 and WW domain containing	MGI:1861728
HGNC:48944	WWP1P1		
HGNC:16804	WWP2	HECT domain containing|C2 and WW domain containing|MicroRNA protein coding host genes	MGI:1914144
HGNC:24042	WWTR1		MGI:1917649
HGNC:41035	WWTR1-AS1	Antisense RNAs	
HGNC:41469	WWTR1-IT1	Intronic transcripts	
HGNC:14089	XAB2	Nucleotide excision repair|Spliceosomal B complex|Spliceosomal Bact complex|Spliceosomal P complex|Spliceosomal C complex	MGI:1914689
HGNC:45056	XACT	Long non-coding RNAs with non-systematic symbols	
HGNC:30932	XAF1		MGI:3772572
HGNC:4111	XAGE1A	XAGE family	
HGNC:25400	XAGE1B	XAGE family	
HGNC:4112	XAGE2	XAGE family	
HGNC:14618	XAGE3	XAGE family	
HGNC:30930	XAGE5	XAGE family	
HGNC:12801	XBP1	Basic leucine zipper proteins	MGI:98970
HGNC:12802	XBP1P1		
HGNC:12804	XCE		
HGNC:10645	XCL1	Chemokine ligands	MGI:104593
HGNC:10646	XCL2	Chemokine ligands	MGI:104593
HGNC:1625	XCR1	X-C motif chemokine receptors	MGI:1346338
HGNC:12805	XDH		MGI:98973
HGNC:12806	XG	Pseudoautosomal region 1|Blood group antigens	
HGNC:12807	XGY1		
HGNC:34022	XGY2		
HGNC:592	XIAP	Ring finger proteins|Baculoviral IAP repeat containing	MGI:107572
HGNC:40078	XIAP-AS1	Antisense RNAs	
HGNC:52375	XIAPP1		
HGNC:52376	XIAPP2		
HGNC:52377	XIAPP3		
HGNC:12809	XIC		
HGNC:14301	XIRP1		MGI:1333878
HGNC:14303	XIRP2	LIM domain containing	MGI:2685198
HGNC:40679	XIRP2-AS1	Antisense RNAs	
HGNC:12810	XIST	Long non-coding RNAs with non-systematic symbols	MGI:98974
HGNC:12811	XK	Blood group antigens|XK related family	MGI:103569
HGNC:28778	XKR3	XK related family	
HGNC:29394	XKR4	XK related family	MGI:3528744
HGNC:20782	XKR5	XK related family	MGI:2442327
HGNC:27806	XKR6	XK related family|MicroRNA protein coding host genes	MGI:2447765
HGNC:23062	XKR7	XK related family	MGI:3526711
HGNC:25508	XKR8	XK related family	MGI:2685877
HGNC:20937	XKR9	XK related family	MGI:2686466
HGNC:29845	XKRX	XK related family	MGI:3584011
HGNC:18571	XKRY	XK related family	
HGNC:23922	XKRY2	XK related family	
HGNC:23908	XKRYP1		
HGNC:23909	XKRYP2		
HGNC:23910	XKRYP3		
HGNC:23911	XKRYP4		
HGNC:23912	XKRYP5		
HGNC:23913	XKRYP6		
HGNC:12814	XPA	Xeroderma pigmentosum complementation groups	MGI:99135
HGNC:12816	XPC	Xeroderma pigmentosum complementation groups	MGI:103557
HGNC:12822	XPNPEP1	Aminopeptidases	MGI:2180003
HGNC:12823	XPNPEP2	Aminopeptidases	MGI:2180001
HGNC:28052	XPNPEP3	Aminopeptidases	MGI:2445217
HGNC:12825	XPO1	Exportins	MGI:2144013
HGNC:17796	XPO4	Exportins	MGI:1888526
HGNC:17675	XPO5	Exportins	MGI:1913789
HGNC:19733	XPO6	Exportins	MGI:2429950
HGNC:14108	XPO7	Exportins	MGI:1929705
HGNC:12826	XPOT	Exportins	MGI:1920442
HGNC:16586	XPOTP1		
HGNC:12827	XPR1	Solute carriers	MGI:97932
HGNC:12828	XRCC1		MGI:99137
HGNC:12829	XRCC2	FA complementation groups	MGI:1927345
HGNC:12830	XRCC3		MGI:1921585
HGNC:12831	XRCC4		MGI:1333799
HGNC:12833	XRCC5		MGI:104517
HGNC:4055	XRCC6	DNA helicases	MGI:95606
HGNC:45183	XRCC6P1		
HGNC:45184	XRCC6P2		
HGNC:45185	XRCC6P3		
HGNC:45186	XRCC6P4		
HGNC:45187	XRCC6P5		
HGNC:30654	XRN1		MGI:891964
HGNC:12836	XRN2		MGI:894687
HGNC:18868	XRRA1		MGI:2181647
HGNC:26639	XXYLT1	MicroRNA protein coding host genes|Glycosyltransferase family 8	MGI:2146443
HGNC:41153	XXYLT1-AS1	Antisense RNAs	
HGNC:41154	XXYLT1-AS2	Antisense RNAs	
HGNC:12839	XYLB		MGI:2142985
HGNC:15516	XYLT1	Glucosaminyl (N-acetyl) transferases/xylosyltransferases	MGI:2451073
HGNC:15517	XYLT2	Glucosaminyl (N-acetyl) transferases/xylosyltransferases	MGI:2444797
HGNC:24857	YAE1		MGI:1914258
HGNC:17363	YAF2	Zinc fingers RANBP2-type 	MGI:1914307
HGNC:49034	YAM1	Long non-coding RNAs with non-systematic symbols	
HGNC:16262	YAP1		MGI:103262
HGNC:38016	YAP1P1		
HGNC:38017	YAP1P2		
HGNC:43890	YAP1P3		
HGNC:12840	YARS1	Aminoacyl tRNA synthetases, Class I	MGI:2147627
HGNC:24249	YARS2	Aminoacyl tRNA synthetases, Class I	MGI:1917370
HGNC:1299	YBEY		MGI:2656825
HGNC:8014	YBX1	U11/U12 di-snRNP|Y box binding proteins	MGI:99146
HGNC:8015	YBX1P1		
HGNC:22635	YBX1P2		
HGNC:42424	YBX1P3		
HGNC:42425	YBX1P4		
HGNC:42426	YBX1P5		
HGNC:42427	YBX1P6		
HGNC:42428	YBX1P7		
HGNC:42429	YBX1P8		
HGNC:42430	YBX1P9		
HGNC:42432	YBX1P10		
HGNC:17948	YBX2	Y box binding proteins	MGI:1096372
HGNC:49498	YBX2P1		
HGNC:54721	YBX2P2		
HGNC:2428	YBX3	Y box binding proteins	MGI:2137670
HGNC:2429	YBX3P1		
HGNC:27158	YDJC		MGI:1916351
HGNC:25489	YEATS2	ATAC complex|YEATS domain containing	MGI:2447762
HGNC:41101	YEATS2-AS1	Antisense RNAs	
HGNC:24859	YEATS4	YEATS domain containing|SRCAP complex	MGI:1927224
HGNC:12841	YES1	Src family tyrosine kinases|SH2 domain containing	MGI:99147
HGNC:12842	YES1P1		
HGNC:16688	YIF1A	YIP family	MGI:1915340
HGNC:30511	YIF1B	YIP family	MGI:1924504
HGNC:25231	YIPF1	Yip1 domain containing	MGI:1915532
HGNC:28476	YIPF2	Yip1 domain containing	MGI:1922016
HGNC:21023	YIPF3	Yip1 domain containing	MGI:106280
HGNC:28145	YIPF4	Yip1 domain containing	MGI:1915114
HGNC:24877	YIPF5	Yip1 domain containing	MGI:1914430
HGNC:28304	YIPF6	Yip1 domain containing	MGI:1925179
HGNC:26825	YIPF7	Yip1 domain containing	MGI:1922831
HGNC:24785	YJEFN3		MGI:2681845
HGNC:25518	YJU2		MGI:1920136
HGNC:16959	YKT6	SNAREs	MGI:1927550
HGNC:17798	YLPM1	Protein phosphatase 1 regulatory subunits	MGI:1926195
HGNC:12843	YME1L1	AAA ATPases	MGI:1351651
HGNC:12844	YME1L1P1		
HGNC:25035	YOD1	OTU domain containing	MGI:2442596
HGNC:12845	YPEL1	Yippee like family	MGI:1913303
HGNC:18326	YPEL2	MicroRNA protein coding host genes|Yippee like family	MGI:1925114
HGNC:18327	YPEL3	Yippee like family	MGI:1913340
HGNC:18328	YPEL4	Yippee like family	MGI:3605071
HGNC:18329	YPEL5	Yippee like family	MGI:1916937
HGNC:50555	YPEL5P1		
HGNC:50556	YPEL5P2		
HGNC:50557	YPEL5P3		
HGNC:28905	YRDC		MGI:2387201
HGNC:39919	YRDCP1		
